Date,SP500,SP500 Ret,Port Ret,Rolling_beta_1_week,Rolling_beta_2_week,Rolling_1_month
2019-12-11,3141.629883,0.001261164,0.010984132,0.053294782,0.075240746,0.026845841
2020-03-10,2882.22998,0.020939531,0.012643191,0.057673592,0.080258072,0.026797812
2020-03-11,2741.379883,-0.02175941,-0.013735488,0.181323878,0.154899921,0.064983407
2020-03-12,2480.639893,-0.043405498,-0.035017633,0.435517914,0.347584266,0.158964905
2020-03-13,2711.02002,0.038569001,0.056855094,0.80660134,0.667300205,0.396381281
2020-03-16,2386.129883,-0.055438645,-0.083492337,0.835194336,0.705361876,0.512154026
2020-03-17,2529.189941,0.025287366,-0.00524633,0.71913799,0.684303221,0.592077458
2020-03-18,2398.100098,-0.023114139,0.006192146,0.730260409,0.684545384,0.595271452
2020-03-19,2409.389893,0.002039777,0.036911589,0.710956641,0.665002049,0.581393498
2020-03-20,2304.919922,-0.019251243,-0.024458173,0.649522033,0.612637371,0.539974382
2020-03-23,2237.399902,-0.012912227,0.013029087,0.619734681,0.613895039,0.56871756
2020-03-24,2447.330078,0.038948933,0.03845938,0.597966208,0.600916491,0.56468587
2020-03-25,2475.560059,0.004980919,-0.043055879,0.616945454,0.664335054,0.606895057
2020-03-26,2630.070068,0.026293852,0.014189366,0.474861032,0.578123735,0.531959982
2020-03-27,2541.469971,-0.014882336,-0.010620871,0.281655182,0.601842724,0.55434065
2020-03-30,2626.649902,0.014317208,0.044583336,0.358233746,0.609108303,0.560870947
2020-03-31,2584.590088,-0.007010517,-0.00927575,0.347266584,0.585008948,0.544285353
2020-04-01,2470.5,-0.019606816,-0.012810777,0.42555283,0.574463564,0.545582397
2020-04-02,2526.899902,0.00980318,-0.015026776,0.418396676,0.572939813,0.552627467
2020-04-03,2488.649902,-0.006624233,-0.017447112,0.42245419,0.515574026,0.538451887
2020-04-06,2663.679932,0.029518233,0.029051496,0.277407405,0.477924971,0.546091732
2020-04-07,2659.409912,-0.000696756,0.012826407,0.57519665,0.381336842,0.567158684
2020-04-08,2749.97998,0.014544249,0.040633794,0.500070071,0.399708076,0.562971644
2020-04-09,2789.820068,0.006246662,0.003489677,0.430166602,0.394256912,0.550876611
2020-04-13,2761.629883,-0.004410721,-0.015693632,0.493603848,0.441462477,0.551005171
2020-04-14,2846.060059,0.013078587,-0.003684252,0.469722168,0.406507422,0.549002639
2020-04-15,2783.360107,-0.009674662,-0.020948675,0.358358461,0.419273824,0.557653046
2020-04-16,2799.550049,0.002518838,-0.022520603,0.462212694,0.353824598,0.55612927
2020-04-17,2874.560059,0.011483151,0.029761634,0.388491884,0.435472526,0.546650271
2020-04-20,2823.159912,-0.007835908,-0.016377363,0.263465252,0.391808137,0.542926855
2020-04-21,2736.560059,-0.013530495,-0.022897638,0.315250947,0.379278151,0.54481005
2020-04-22,2799.310059,0.009846021,0.054197547,0.41259789,0.440394971,0.538751581
2020-04-23,2797.800049,-0.000234331,0.035165927,0.256710672,0.339669393,0.494986724
2020-04-24,2836.73999,0.006002858,0.030047968,0.20663461,0.266693754,0.439910801
2020-04-27,2878.47998,0.006343682,-0.010775342,0.229865082,0.282939293,0.404232458
2020-04-28,2863.389893,-0.002282726,-0.01393905,0.183725074,0.259480886,0.293929583
2020-04-29,2939.51001,0.011394456,0.036318695,0.218373816,0.212186086,0.30654135
2020-04-30,2912.429932,-0.004019458,0.069774849,0.218701537,0.222259835,0.307081755
2020-05-26,2991.77002,0.005304597,0.020302053,0.099684975,0.116600412,0.247615108
2020-05-27,3036.129883,0.006392141,0.01094904,0.002741572,0.120880432,0.225952275
2020-05-28,3029.72998,-0.000916422,0.008899276,-0.03754519,0.114321026,0.230159066
2020-05-29,3044.310059,0.002084958,0.03520921,-0.017107383,0.131466855,0.188869495
2020-06-01,3055.72998,0.001626093,-0.03327317,-0.025832168,0.106454551,0.212094953
2020-06-02,3080.820068,0.003551359,0.028386564,0.00358513,0.101648892,0.190132544
2020-06-03,3122.870117,0.005887587,0.028150577,-0.022788739,0.092753278,0.175306288
2020-06-04,3112.350098,-0.001465479,0.014700872,-0.041529374,0.075914484,0.165529253
2020-06-05,3193.929932,0.011236941,-0.013639261,0.036503394,0.020424789,0.158225674
2020-06-08,3232.389893,0.005198356,-0.004894131,-0.028974621,-0.029967468,0.122625335
2020-06-09,3207.179932,-0.003400414,-0.02417246,-0.035130313,-0.025365712,0.131904253
2020-06-10,3190.139893,-0.002313598,0.019675355,0.015220322,-0.003937579,0.127063579
2020-06-11,3002.100098,-0.026384559,0.020113124,0.00268379,-0.000848863,0.099953484
2020-06-12,3041.310059,0.00563553,-0.008738571,-0.128522169,-0.03291645,0.084784017
2020-06-15,3066.590088,0.003595029,-0.019429814,-0.218064558,-0.07114736,0.062142235
2020-06-16,3124.73999,0.008158158,0.008522303,-0.373257928,-0.070089256,0.057715909
2020-06-17,3113.48999,-0.001566412,0.006814608,-0.350157848,-0.078942637,0.052559192
2020-06-18,3115.340088,0.00025799,-0.004480089,-0.295393932,-0.085999406,0.060521926
2020-06-19,3097.73999,-0.002460501,-0.023292885,-0.28385109,-0.083291074,0.04584583
2020-06-22,3117.860107,0.002811663,0.001211878,-0.301908503,-0.085640793,0.054420148
2020-06-23,3131.290039,0.001866671,0.015642459,-0.371436961,-0.099348966,0.042744788
2020-06-24,3050.330078,-0.011376459,0.0249099,0.063177914,-0.128222656,0.031548525
2020-06-25,3083.76001,0.004733735,-0.022720883,-0.108283202,-0.247898235,-0.007863518
2020-06-26,3009.050049,-0.010651161,0.061361435,-0.119141566,-0.256286236,-0.039854158
2020-06-29,3053.23999,0.006331531,-0.023652801,-0.158908882,-0.192749518,-0.068169377
2020-06-30,3100.290039,0.006641383,-0.025996961,-0.174326803,-0.197171677,-0.081892478
2020-07-01,3115.860107,0.002175626,-0.044118611,-0.184281252,-0.228486955,-0.083462475
2020-07-02,3130.01001,0.001967775,0.047626618,-0.171659973,-0.203006796,-0.081034743
2020-07-06,3179.719971,0.006843148,0.03220971,-0.128771765,-0.113631183,-0.090576342
2020-07-07,3145.320068,-0.004724029,-0.015071596,-0.107394719,-0.088434806,-0.081582675
2020-07-08,3169.939941,0.003386188,0.062865049,-0.073761556,-0.077034586,-0.079127397
2020-08-10,3360.469971,0.0011893,0.006754353,-0.046339677,-0.052098228,-0.061509114
2020-08-11,3333.689941,-0.003474814,0.027478415,0.006372646,-0.051997363,-0.061238225
2020-08-12,3380.350098,0.006036477,0.008665483,0.008269851,-0.056236935,-0.068699405
2020-08-13,3373.429932,-0.000889988,-0.010403724,0.030728914,-0.067228773,-0.071056931
2020-08-14,3372.850098,-7.47E-05,0.001080846,0.069431081,-0.062330497,-0.074136502
2020-08-17,3381.98999,0.001175278,0.010422193,0.078619023,-0.062396147,-0.082834854
2020-08-18,3389.780029,0.000999199,0.002993684,0.056935284,-0.049912738,-0.081861419
2020-08-19,3374.850098,-0.001917029,0.003669992,0.02468258,-0.045466996,-0.072860216
2020-08-20,3385.51001,0.001369615,-0.032888442,-0.046557278,0.001541429,-0.070428248
2020-08-21,3397.159912,0.001491888,0.033305671,-0.035223266,0.01365357,-0.076098108
2020-08-24,3431.280029,0.004340172,0.016338491,0.023103512,0.030313887,-0.069999846
2020-08-25,3443.620117,0.001559074,-0.003458341,0.027841981,0.049937556,-0.047543024
2020-08-26,3478.72998,0.004405484,-0.061191558,0.017396188,0.052656323,-0.04487026
2020-08-27,3484.550049,0.000725987,0.012434262,-0.022406091,0.001478958,-0.04454853
2020-08-28,3508.01001,0.002914117,0.013067424,-0.023495367,-0.009159533,-0.046014188
2020-08-31,3500.310059,-0.000954308,-0.004344128,-0.019126206,-0.027289995,-0.044761704
2020-09-01,3526.649902,0.003255833,0.02480628,-0.014713465,-0.025523634,-0.044342944
2020-09-02,3580.840088,0.006622578,-0.029231324,-0.01523599,-0.002852567,-0.047350533
2020-09-03,3455.060059,-0.015529326,-0.00220491,-0.030695576,-0.02484935,-0.05250716
2020-09-04,3426.959961,-0.003546571,0.025840468,-0.053885573,-0.025533373,-0.048741009
2020-09-08,3331.840088,-0.012224881,0.00613476,-0.063791967,-0.035643963,-0.042081018
2020-09-09,3398.959961,0.008661899,0.000564493,-0.037736418,-0.045112882,-0.039545615
2020-09-10,3339.189941,-0.007704925,0.002879305,-0.068173637,-0.045219773,-0.015258252
2020-09-11,3340.969971,0.000231449,0.018552853,-0.090453242,-0.046879568,-0.007918756
2020-09-14,3383.540039,0.005498748,0.009614301,-0.061474701,-0.043590414,0.001792528
2020-09-15,3401.199951,0.002260844,-0.011198508,-0.113689405,-0.051155871,0.008798079
2020-09-16,3385.48999,-0.00201063,0.033775407,0.023146495,-0.066241003,0.003115945
2020-10-19,3426.919922,-0.007150513,-0.011481406,-0.083865271,-0.063158149,-0.013135418
2020-10-20,3443.120117,0.002048218,0.010589428,0.018749232,-0.01369175,-0.011669833
2020-10-21,3435.560059,-0.000954629,0.046048252,0.023869653,-0.013076888,-0.031297163
2020-10-22,3453.48999,0.002260657,0.002564997,0.034195614,-0.011705397,-0.030235591
2020-10-23,3465.389893,0.001493903,0.013488152,0.000935367,-0.015023843,-0.025513267
2020-10-26,3400.969971,-0.008149307,-0.018789647,0.001834894,-0.028108433,-0.026444331
2020-10-27,3390.679932,-0.001316001,-0.006395357,0.062719427,0.081273933,-0.012642493
2020-10-28,3271.030029,-0.015602265,-0.031272633,0.086131836,0.044669082,-0.011732944
2020-10-29,3310.110107,0.005157909,0.03512384,0.191609812,0.13883786,0.024135779
2020-10-30,3269.959961,-0.005300005,-0.043136336,0.198210636,0.152677346,0.035174853
2020-11-02,3310.23999,0.005317046,-0.023945082,0.152718162,0.138406461,0.042735519
2020-11-03,3369.159912,0.007662144,0.088247358,0.177517063,0.108774133,0.039231129
2020-11-04,3443.439941,0.009470888,0.049787057,0.126751043,0.105704073,0.05626774
2020-11-16,3626.909912,0.005029449,-0.01565547,0.13979851,0.117899812,0.067641212
2020-11-17,3609.530029,-0.002086109,0.009229992,0.11979994,0.112278372,0.063013161
2020-11-18,3567.790039,-0.005051371,0.007808512,0.118544536,0.119235142,0.091468406
2020-11-19,3581.870117,0.001710545,0.010048463,0.079288512,0.113813356,0.091081406
2020-11-20,3557.540039,-0.002960037,0.047291894,0.077463327,0.113727254,0.090499871
2020-11-23,3577.590088,0.002440782,0.002706586,0.03535284,0.10847858,0.08072201
2020-11-24,3635.409912,0.006962808,-0.00018155,0.060995328,0.108449979,0.07776027
2020-11-25,3629.649902,-0.00068865,-0.0021287,0.000345395,0.104538675,0.093039728
2020-11-27,3638.350098,0.001039749,-0.011890821,-0.127191402,0.09522939,0.085156085
