Date,Close
2015-01-01,0.860985279083252
2015-01-02,0.8610298037528992
2015-01-05,0.8479607105255127
2015-01-06,0.8505571484565735
2015-01-07,0.8448086977005005
2015-01-08,0.8461310863494873
2015-01-09,0.8454943895339966
2015-01-12,0.8442879915237427
2015-01-13,0.8355615139007568
2015-01-14,0.836505115032196
2015-01-15,0.8370302319526672
2015-01-16,0.8362602591514587
2015-01-19,0.8354009985923767
2015-01-20,0.8364700675010681
2015-01-21,0.8255524635314941
2015-01-22,0.8101233243942261
2015-01-23,0.8076109290122986
2015-01-26,0.8027614951133728
2015-01-27,0.8013269901275635
2015-01-28,0.806842029094696
2015-01-29,0.7985944747924805
2015-01-30,0.7928956747055054
2015-02-02,0.788140058517456
2015-02-03,0.7947230935096741
2015-02-04,0.8037939071655273
2015-02-05,0.7951021790504456
2015-02-06,0.8041817545890808
2015-02-09,0.7989134788513184
2015-02-10,0.8016738891601562
2015-02-11,0.7946599125862122
2015-02-12,0.7925814390182495
2015-02-13,0.7994115948677063
2015-02-16,0.8029419779777527
2015-02-17,0.8016288876533508
2015-02-18,0.8070504069328308
2015-02-19,0.802890419960022
2015-02-20,0.8006212711334229
2015-02-23,0.7978999018669128
2015-02-24,0.7953551411628723
2015-02-25,0.800256073474884
2015-02-26,0.8044276237487793
2015-02-27,0.7998080253601074
2015-03-02,0.7990731000900269
2015-03-03,0.7975117564201355
2015-03-04,0.8010895252227783
2015-03-05,0.8048678636550903
2015-03-06,0.8011408448219299
2015-03-09,0.7934618592262268
2015-03-10,0.792330265045166
2015-03-11,0.7889795303344727
2015-03-12,0.7849971055984497
2015-03-13,0.7879723906517029
2015-03-16,0.780238151550293
2015-03-17,0.7828891277313232
2015-03-18,0.7820442914962769
2015-03-19,0.7966413497924805
2015-03-20,0.7873395681381226
2015-03-23,0.7948683500289917
2015-03-24,0.7986582517623901
2015-03-25,0.799424409866333
2015-03-26,0.7982757687568665
2015-03-27,0.8013206124305725
2015-03-30,0.7931472063064575
2015-03-31,0.7890604138374329
2015-04-01,0.7881462574005127
2015-04-02,0.7929962873458862
2015-04-03,0.7960705757141113
2015-04-06,0.8016032576560974
2015-04-07,0.8016353249549866
2015-04-08,0.7997441291809082
2015-04-09,0.7973527908325195
2015-04-10,0.7950958609580994
2015-04-13,0.7955765724182129
2015-04-14,0.7941550612449646
2015-04-15,0.8010445237159729
2015-04-16,0.8127438426017761
2015-04-17,0.8195781111717224
2015-04-20,0.818953812122345
2015-04-21,0.8181297183036804
2015-04-22,0.8152284622192383
2015-04-23,0.8168599605560303
2015-04-24,0.8232553601264954
2015-04-27,0.8217331767082214
2015-04-28,0.8269246220588684
2015-04-29,0.830771803855896
2015-04-30,0.8320574760437012
2015-05-01,0.8279516100883484
2015-05-04,0.8222332000732422
2015-05-05,0.8269588947296143
2015-05-06,0.8284592628479004
2015-05-07,0.8307027816772461
2015-05-08,0.8259001970291138
2015-05-11,0.8271024823188782
2015-05-12,0.8268836140632629
2015-05-13,0.8331250548362732
