Date,Close
2018-01-02,2.4649999141693115
2018-01-03,2.447000026702881
2018-01-04,2.453000068664551
2018-01-05,2.4760000705718994
2018-01-08,2.4800000190734863
2018-01-09,2.5460000038146973
2018-01-10,2.549999952316284
2018-01-11,2.5309998989105225
2018-01-12,2.552000045776367
2018-01-16,2.5439999103546143
2018-01-17,2.578000068664551
2018-01-18,2.6110000610351562
2018-01-19,2.63700008392334
2018-01-22,2.6649999618530273
2018-01-23,2.624000072479248
2018-01-24,2.6540000438690186
2018-01-25,2.621000051498413
2018-01-26,2.6619999408721924
2018-01-29,2.6989998817443848
2018-01-30,2.7260000705718994
2018-01-31,2.7200000286102295
2018-02-01,2.7730000019073486
2018-02-02,2.8540000915527344
2018-02-05,2.7939999103546143
2018-02-06,2.7679998874664307
2018-02-07,2.8440001010894775
2018-02-08,2.8510000705718994
2018-02-09,2.8289999961853027
2018-02-12,2.8570001125335693
2018-02-13,2.8399999141693115
2018-02-14,2.9130001068115234
2018-02-15,2.8910000324249268
2018-02-16,2.877000093460083
2018-02-20,2.8929998874664307
2018-02-21,2.943000078201294
2018-02-22,2.9170000553131104
2018-02-23,2.871000051498413
2018-02-26,2.8589999675750732
2018-02-27,2.9079999923706055
2018-02-28,2.868000030517578
2018-03-01,2.803999900817871
2018-03-02,2.8570001125335693
2018-03-05,2.88100004196167
2018-03-06,2.877000093460083
2018-03-07,2.882999897003174
2018-03-08,2.865999937057495
2018-03-09,2.8940000534057617
2018-03-12,2.869999885559082
2018-03-13,2.8480000495910645
2018-03-14,2.816999912261963
2018-03-15,2.8259999752044678
2018-03-16,2.8480000495910645
2018-03-19,2.8450000286102295
2018-03-20,2.878999948501587
2018-03-21,2.9070000648498535
2018-03-22,2.8320000171661377
2018-03-23,2.8299999237060547
2018-03-26,2.8429999351501465
2018-03-27,2.7860000133514404
2018-03-28,2.7750000953674316
2018-03-29,2.740999937057495
2018-04-02,2.7320001125335693
2018-04-03,2.7839999198913574
2018-04-04,2.7880001068115234
2018-04-05,2.8320000171661377
2018-04-06,2.7750000953674316
2018-04-09,2.7860000133514404
2018-04-10,2.796999931335449
2018-04-11,2.7899999618530273
2018-04-12,2.8340001106262207
2018-04-13,2.8289999961853027
2018-04-16,2.8320000171661377
2018-04-17,2.813999891281128
2018-04-18,2.867000102996826
2018-04-19,2.9140000343322754
2018-04-20,2.9509999752044678
2018-04-23,2.9730000495910645
2018-04-24,2.9830000400543213
2018-04-25,3.0239999294281006
2018-04-26,2.990000009536743
2018-04-27,2.9570000171661377
2018-04-30,2.936000108718872
2018-05-01,2.9760000705718994
2018-05-02,2.9639999866485596
2018-05-03,2.946000099182129
2018-05-04,2.944000005722046
2018-05-07,2.950000047683716
2018-05-08,2.9690001010894775
2018-05-09,3.003999948501587
2018-05-10,2.9709999561309814
2018-05-11,2.9709999561309814
2018-05-14,2.994999885559082
2018-05-15,3.0799999237060547
2018-05-16,3.0950000286102295
2018-05-17,3.1089999675750732
2018-05-18,3.066999912261963
2018-05-21,3.065000057220459
2018-05-22,3.065000057220459
2018-05-23,3.003000020980835
2018-05-24,2.9809999465942383
2018-05-25,2.930999994277954
2018-05-29,2.7679998874664307
2018-05-30,2.8420000076293945
2018-05-31,2.822000026702881
2018-06-01,2.8949999809265137
2018-06-04,2.937000036239624
2018-06-05,2.9189999103546143
2018-06-06,2.9749999046325684
2018-06-07,2.933000087738037
2018-06-08,2.937000036239624
2018-06-11,2.9570000171661377
2018-06-12,2.9570000171661377
2018-06-13,2.9769999980926514
2018-06-14,2.946000099182129
2018-06-15,2.9240000247955322
2018-06-18,2.9260001182556152
2018-06-19,2.8929998874664307
2018-06-20,2.927999973297119
2018-06-21,2.8970000743865967
2018-06-22,2.9000000953674316
2018-06-25,2.875
2018-06-26,2.880000114440918
2018-06-27,2.8269999027252197
2018-06-28,2.8469998836517334
2018-06-29,2.8489999771118164
2018-07-02,2.865999937057495
2018-07-05,2.8399999141693115
2018-07-06,2.8310000896453857
2018-07-09,2.859999895095825
2018-07-10,2.872999906539917
2018-07-11,2.8420000076293945
2018-07-12,2.8529999256134033
2018-07-13,2.8310000896453857
2018-07-16,2.8580000400543213
2018-07-17,2.864000082015991
2018-07-18,2.875
2018-07-19,2.8469998836517334
2018-07-20,2.8949999809265137
2018-07-23,2.9649999141693115
2018-07-24,2.9489998817443848
2018-07-25,2.936000108718872
2018-07-26,2.9749999046325684
2018-07-27,2.9600000381469727
2018-07-30,2.9749999046325684
2018-07-31,2.9639999866485596
2018-08-01,3.003000020980835
2018-08-02,2.9860000610351562
2018-08-03,2.953000068664551
2018-08-06,2.937999963760376
