Date,BABA,FB
2019-08-15,166.97000122070312,182.58999633789062
2019-08-16,174.60000610351562,183.6999969482422
2019-08-19,178.27999877929688,186.1699981689453
2019-08-20,177.2100067138672,183.80999755859375
2019-08-21,175.24000549316406,183.5500030517578
2019-08-22,171.91000366210938,182.0399932861328
2019-08-23,164.5399932861328,177.75
2019-08-26,165.89999389648438,180.36000061035156
2019-08-27,166.1999969482422,181.3000030517578
2019-08-28,167.47999572753906,181.75999450683594
2019-08-29,172.80999755859375,185.57000732421875
2019-08-30,175.02999877929688,185.6699981689453
2019-09-03,172.41000366210938,182.38999938964844
2019-09-04,174.3300018310547,187.13999938964844
2019-09-05,178.94000244140625,190.89999389648438
2019-09-06,176.69000244140625,187.49000549316406
2019-09-09,177.77999877929688,188.75999450683594
2019-09-10,174.99000549316406,186.1699981689453
2019-09-11,176.08999633789062,188.49000549316406
2019-09-12,178.24000549316406,187.47000122070312
2019-09-13,179.1699981689453,187.19000244140625
2019-09-16,177.07000732421875,186.22000122070312
2019-09-17,179.0,188.0800018310547
2019-09-18,180.0,188.13999938964844
2019-09-19,180.4600067138672,190.13999938964844
2019-09-20,182.50999450683594,189.92999267578125
2019-09-23,176.97999572753906,186.82000732421875
2019-09-24,171.5500030517578,181.27999877929688
2019-09-25,176.66000366210938,182.8000030517578
2019-09-26,175.0,180.11000061035156
2019-09-27,165.97999572753906,177.10000610351562
2019-09-30,167.22999572753906,178.0800018310547
2019-10-01,165.14999389648438,175.80999755859375
2019-10-02,165.77000427246094,174.60000610351562
2019-10-03,169.47999572753906,179.3800048828125
2019-10-04,170.33999633789062,180.4499969482422
2019-10-07,168.32000732421875,179.67999267578125
2019-10-08,161.92999267578125,177.75
2019-10-09,165.19000244140625,179.85000610351562
2019-10-10,166.07000732421875,180.02999877929688
2019-10-11,172.94000244140625,184.19000244140625
2019-10-14,171.16000366210938,183.27999877929688
2019-10-15,175.2899932861328,188.88999938964844
2019-10-16,177.1199951171875,189.5500030517578
2019-10-17,176.85000610351562,190.38999938964844
2019-10-18,169.1300048828125,185.85000610351562
2019-10-21,173.52000427246094,189.75999450683594
2019-10-22,169.88999938964844,182.33999633789062
2019-10-23,169.9199981689453,186.14999389648438
2019-10-24,172.5500030517578,186.3800048828125
2019-10-25,174.30999755859375,187.88999938964844
2019-10-28,178.67999267578125,189.39999389648438
2019-10-29,176.88999938964844,189.30999755859375
2019-10-30,177.52999877929688,188.25
2019-10-31,176.6699981689453,191.64999389648438
2019-11-01,176.4600067138672,193.6199951171875
2019-11-04,179.69000244140625,194.72000122070312
2019-11-05,182.0,194.32000732421875
2019-11-06,184.16000366210938,191.5500030517578
2019-11-07,186.66000366210938,190.4199981689453
2019-11-08,187.16000366210938,190.83999633789062
2019-11-11,186.7100067138672,189.61000061035156
2019-11-12,186.97000122070312,194.47000122070312
2019-11-13,182.47999572753906,193.19000244140625
2019-11-14,182.8000030517578,193.14999389648438
2019-11-15,185.49000549316406,195.10000610351562
2019-11-18,184.61000061035156,197.39999389648438
2019-11-19,185.25,199.32000732421875
2019-11-20,182.35000610351562,197.50999450683594
2019-11-21,184.86000061035156,197.92999267578125
2019-11-22,186.77999877929688,198.82000732421875
2019-11-25,190.4499969482422,199.7899932861328
2019-11-26,194.6999969482422,198.97000122070312
2019-11-27,200.82000732421875,202.0
2019-11-29,200.0,201.63999938964844
2019-12-02,196.30999755859375,199.6999969482422
2019-12-03,194.89999389648438,198.82000732421875
2019-12-04,193.74000549316406,198.7100067138672
2019-12-05,200.0,199.36000061035156
2019-12-06,201.88999938964844,201.0500030517578
2019-12-09,198.74000549316406,201.33999633789062
2019-12-10,200.4499969482422,200.8699951171875
2019-12-11,204.63999938964844,202.25999450683594
2019-12-12,204.5,196.75
2019-12-13,204.91000366210938,194.11000061035156
2019-12-16,206.97000122070312,197.9199981689453
2019-12-17,208.17999267578125,198.38999938964844
2019-12-18,210.0,202.5
2019-12-19,210.1300048828125,206.05999755859375
2019-12-20,212.25,206.3000030517578
2019-12-23,214.8300018310547,206.17999267578125
2019-12-24,214.25999450683594,205.1199951171875
2019-12-26,216.3800048828125,207.7899932861328
2019-12-27,215.47000122070312,208.10000610351562
2019-12-30,212.91000366210938,204.41000366210938
2019-12-31,212.10000610351562,205.25
2020-01-02,219.77000427246094,209.77999877929688
2020-01-03,217.0,208.6699981689453
2020-01-06,216.63999938964844,212.60000610351562
2020-01-07,217.6300048828125,213.05999755859375
2020-01-08,218.0,215.22000122070312
2020-01-09,221.77999877929688,218.3000030517578
2020-01-10,223.8300018310547,218.05999755859375
2020-01-13,230.47999572753906,221.91000366210938
2020-01-14,226.49000549316406,219.05999755859375
2020-01-15,225.05999755859375,221.14999389648438
2020-01-16,223.94000244140625,221.77000427246094
2020-01-17,227.42999267578125,222.13999938964844
2020-01-21,222.25999450683594,221.44000244140625
2020-01-22,222.3699951171875,221.32000732421875
2020-01-23,219.1300048828125,219.75999450683594
2020-01-24,213.75,217.94000244140625
2020-01-27,205.47000122070312,214.8699951171875
2020-01-28,210.22999572753906,217.7899932861328
2020-01-29,212.02000427246094,223.22999572753906
2020-01-30,208.5800018310547,209.52999877929688
2020-01-31,206.58999633789062,201.91000366210938
2020-02-03,213.10000610351562,204.19000244140625
2020-02-04,222.8800048828125,209.8300018310547
2020-02-05,220.22000122070312,210.11000061035156
2020-02-06,220.89999389648438,210.85000610351562
2020-02-07,216.52999877929688,212.3300018310547
2020-02-10,215.77000427246094,213.05999755859375
2020-02-11,217.2100067138672,207.19000244140625
2020-02-12,224.30999755859375,210.75999450683594
2020-02-13,220.36000061035156,213.13999938964844
2020-02-14,219.6300048828125,214.17999267578125
2020-02-18,220.52000427246094,217.8000030517578
2020-02-19,222.13999938964844,217.49000549316406
2020-02-20,218.0399932861328,214.5800018310547
2020-02-21,212.58999633789062,210.17999267578125
2020-02-24,206.16000366210938,200.72000122070312
2020-02-25,205.61000061035156,196.77000427246094
2020-02-26,208.74000549316406,197.1999969482422
2020-02-27,205.02999877929688,189.75
2020-02-28,208.0,192.47000122070312
2020-03-02,210.97999572753906,196.44000244140625
2020-03-03,207.41000366210938,185.88999938964844
2020-03-04,211.9600067138672,191.75999450683594
2020-03-05,211.4600067138672,185.1699981689453
2020-03-06,204.63999938964844,181.08999633789062
2020-03-09,197.66000366210938,169.5
2020-03-10,206.38999938964844,178.19000244140625
2020-03-11,198.91000366210938,170.24000549316406
2020-03-12,185.10000610351562,154.47000122070312
2020-03-13,194.0,170.27999877929688
2020-03-16,178.85000610351562,146.00999450683594
